,property_name,society,bedRoom,bathroom,balcony,additionalRoom,facing,agePossession,sector,price in crore,SuperBuildUp_adjusted_area,adjusted_price_per_sqft,Others,Pooja Room,Servant Room,Store Room,Study Room,unavailable,floor,furnish_score,furnish_category,features_score,features_category,rating_sum,bed_bath_ratio,log_area,society_clean,additional_room_count,log_price
823,3 BHK Flat,Tulip Violet42 ,3,3,2,Pooja Room,North-West,new,Sector 69 Gurgaon,1.43,1768.8000000000002,8084.57711442786,0,0,0,0,0,1,1,28.0,Medium,25.0,Good,24.5,1.0,7.47862182483325,tulip violet,1,0.8878912573524571
824,4 BHK Flat,DLF The Ultima40 ,4,4,3+,Servant Room,East,newly built,Sector 81 Gurgaon,3.46,3159.2000000000003,10952.139782223348,0,0,1,0,1,0,10,55.5,Fancy,38.0,Premium,25.0,1.0,8.058390595717398,dlf the ultima,1,1.4951487660319727
825,3 BHK Flat,DLF The Ultima40 ,3,3,3+,Servant Room,East,newly built,Sector 81 Gurgaon,2.25,2345.2000000000003,9594.064472113252,1,1,0,0,0,0,6,49.5,Fancy,39.0,Premium,25.0,1.0,7.76055227707162,dlf the ultima,1,1.1786549963416462
826,3 BHK Flat,ATS Kocoon,3,3,3,unavailable,West,mid-age,Sector 109 Gurgaon,1.7,2492.857142857143,6819.484240687679,0,0,0,0,0,1,21,-1.0,Unavailable,13.5,Basic,25.0,1.0,7.821585844269467,ats kocoon,0,0.9932517730102833
827,3 BHK Flat,SBTL Caladium,3,3,3+,unavailable,East,new,Sector 109 Gurgaon,1.8,3635.714285714286,4950.884086444008,1,0,0,0,0,0,10,-1.0,Unavailable,38.0,Premium,18.0,1.0,8.198835884220195,sbtl caladium,0,1.0296194171811581
828,3 BHK Flat,SBTL Caladium,3,2,3+,unavailable,West,new,Sector 109 Gurgaon,1.35,2685.714285714286,5026.595744680851,0,0,1,0,0,0,12,30.0,Fancy,30.5,Premium,18.0,1.5,7.896074270886765,sbtl caladium,0,0.8544153281560676
829,3 BHK Flat,M3M Golfestate44 ,3,4,3,"Study Room,Servant Room",North-East,mid-age,Sector 65 Gurgaon,5.4,3276.9,16478.98928865696,0,0,1,0,0,0,19,53.0,Fancy,41.5,Luxury,25.0,0.75,8.0949582524321,m3m golfestate,2,1.8562979903656263
830,3 BHK Flat,Shree Arihant Apartment,3,3,3+,"Pooja Room,Others",North-East,mid-age,Sector 54 Gurgaon,1.55,3000.0,5166.666666666667,0,0,1,0,1,0,3,48.0,Fancy,29.5,Good,20.0,1.0,8.006700845440367,shree arihant apartment,2,0.9360933591703349
831,2 BHK Flat,M3M Skywalk,2,2,2,unavailable,South,new,Sector 74 Gurgaon,1.6,2402.857142857143,6658.739595719381,0,0,1,0,0,0,26,49.0,Fancy,37.0,Premium,0.0,1.0,7.7848298691211335,m3m skywalk,0,0.9555114450274363
832,4 BHK Flat,The Lions CGHS,4,4,3+,Others,East,new,Sector 56 Gurgaon,2.09,3428.571428571429,6095.833333333333,0,0,1,0,0,0,7,47.0,Fancy,31.5,Premium,20.0,1.0,8.140190584414983,the lions cghs,1,1.128171090909654
833,3 BHK Flat,Sunischit Apartments,3,3,3+,Servant Room,North-East,mid-age,Sector 54 Gurgaon,1.75,3142.857142857143,5568.181818181818,0,1,1,0,0,0,6,46.0,Fancy,29.0,Good,20.0,1.0,8.053205714494222,sunischit apartments,1,1.0116009116784799
834,3 BHK Flat,Emaar Palm Gardens41 ,3,3,3,Servant Room,South-West,new,Sector 83 Gurgaon,1.38,2457.1428571428573,5616.279069767441,0,0,1,0,0,0,5,35.0,Fancy,3.0,Minimal,25.0,1.0,7.807161407697844,emaar palm gardens,1,0.8671004876833833
835,3 BHK Flat,Emaar MGF Emerald Floors Premier38 ,3,3,3,"Study Room,Servant Room",South-West,new,Sector 65 Gurgaon,2.25,2357.1428571428573,9545.454545454544,0,0,0,0,1,0,3,54.5,Fancy,13.5,Basic,23.5,1.0,7.765629663292228,emaar mgf emerald floors premier,2,1.1786549963416462
836,3 BHK Flat,DLF The Ultima40 ,3,4,3+,Servant Room,North-West,new,Sector 81 Gurgaon,2.4,2313.3,10374.789262093112,0,0,0,0,0,1,19,28.0,Medium,41.0,Luxury,25.0,0.75,7.746862544985617,dlf the ultima,1,1.2237754316221157
837,3 BHK Flat,Emaar Palm Gardens41 ,3,3,3,Servant Room,South,new,Sector 83 Gurgaon,1.72,2714.2857142857147,6336.842105263157,0,0,1,0,0,0,4,40.5,Fancy,38.5,Premium,25.0,1.0,7.906652462295525,emaar palm gardens,1,1.000631880307906
838,3 BHK Flat,Umang Monsoon Breeze,3,4,3,"Pooja Room,Servant Room",North-West,mid-age,Sector 78 Gurgaon,0.88,2648.571428571429,3322.545846817691,0,0,1,0,0,0,8,28.0,Medium,31.5,Premium,20.0,0.75,7.882153180833973,umang monsoon breeze,2,0.6312717768418579
839,5 BHK Flat,Emaar Palm Gardens41 ,5,7,3+,Servant Room,West,new,Sector 83 Gurgaon,3.15,5357.142857142858,5879.999999999999,0,0,1,0,0,0,15,55.5,Fancy,38.5,Premium,25.0,0.7142857142857143,8.586372712149801,emaar palm gardens,1,1.423108334242607
840,3 BHK Flat,BPTP Terra38 ,3,3,3,Study Room,South,new,Sector 37D Gurgaon,1.72,2587.1428571428573,6648.260629486471,0,0,1,0,0,0,9,28.0,Medium,5.5,Minimal,23.0,1.0,7.858695853920698,bptp terra,1,1.000631880307906
841,2 BHK Flat,M3M Skywalk,2,2,3,unavailable,unavailable,newly built,Sector 74 Gurgaon,1.47,1556.5000000000002,9444.265981368451,1,1,1,0,1,0,26,33.0,Fancy,12.0,Basic,0.0,1.0,7.350837250661608,m3m skywalk,0,0.9042181506398859
842,3 BHK Flat,CHD Avenue 7136 ,3,4,3,Servant Room,South,mid-age,Sector 71 Gurgaon,1.1,1982.2000000000005,5549.389567147613,1,0,0,0,0,0,3,-1.0,Unavailable,9.0,Minimal,25.0,0.75,7.592466980720981,chd avenue ,1,0.7419373447293773
843,4 BHK Flat,CHD Avenue 7136 ,4,4,3,Servant Room,South,mid-age,Sector 71 Gurgaon,1.32,2412.3,5471.956224350205,0,1,1,0,0,0,14,-1.0,Unavailable,17.5,Basic,25.0,1.0,7.788750384461568,chd avenue ,1,0.8415671856782186
844,4 BHK Flat,CHD Avenue 7136 ,4,4,3,Servant Room,North-East,mid-age,Sector 71 Gurgaon,1.3,2585.0,5029.013539651837,0,0,1,0,0,0,5,-1.0,Unavailable,29.5,Good,25.0,1.0,7.857867559331803,chd avenue ,1,0.832909122935104
845,4 BHK Flat,CHD Avenue 7136 ,4,4,3,Servant Room,North-West,mid-age,Sector 71 Gurgaon,1.35,2585.0,5222.437137330754,0,0,1,0,0,0,8,-1.0,Unavailable,9.0,Minimal,25.0,1.0,7.857867559331803,chd avenue ,1,0.8544153281560676
846,4 BHK Flat,BPTP Mansions Park Prime,4,4,3,"Pooja Room,Study Room,Servant Room,Others",North,new,Sector 66 Gurgaon,3.0,3948.571428571429,7597.684515195368,0,0,0,0,0,1,3,70.5,Fancy,41.0,Luxury,20.0,1.0,8.281362352912874,bptp mansions park prime,4,1.3862943611198906
847,3 BHK Flat,DLF The Skycourt42 ,3,3,3+,Others,North-East,new,Sector 86 Gurgaon,1.6,2755.714285714286,5806.117159149819,0,0,0,0,0,1,9,42.5,Fancy,40.5,Luxury,25.0,1.0,7.921794773341043,dlf the skycourt,1,0.9555114450274363
848,4 BHK Flat,Bestech Park View City 239 ,4,4,3,"Servant Room,Pooja Room",North-East,mid-age,Sector 49 Gurgaon,3.0,3404.2857142857147,8812.421317666805,0,0,0,0,0,1,5,29.0,Medium,31.0,Premium,25.0,1.0,8.133084125279417,bestech park view city ,2,1.3862943611198906
849,3 BHK Flat,HSIIDC Sidco Aravali,3,3,3+,Servant Room,East,mid-age,Sector 1 Imt Manesar,0.9,2846.8,3161.444428832373,0,0,0,0,0,1,8,33.0,Fancy,7.0,Minimal,19.0,1.0,7.9543020453468944,hsiidc sidco aravali,1,0.6418538861723948
850,3 BHK Flat,Sunischit Apartments,3,4,3+,Servant Room,East,mid-age,Sector 54 Gurgaon,1.75,3142.857142857143,5568.181818181818,0,0,1,0,0,0,5,39.0,Fancy,20.0,Good,20.0,0.75,8.053205714494222,sunischit apartments,1,1.0116009116784799
851,3 BHK Flat,Shapoorji Pallonji Joyville Gurugram40 ,3,3,3,unavailable,South-East,new,Sector 102 Gurgaon,2.0,2037.2000000000005,9817.3964264677,0,1,1,0,0,0,9,-1.0,Unavailable,11.5,Basic,25.0,1.0,7.619822344394594,shapoorji pallonji joyville gurugram,0,1.0986122886681098
852,3 BHK Flat,Shapoorji Pallonji Joyville Gurugram40 ,3,3,3,unavailable,North,new,Sector 102 Gurgaon,1.8,1861.2,9671.17988394584,0,0,0,0,0,1,5,-1.0,Unavailable,13.5,Basic,25.0,1.0,7.529513863454429,shapoorji pallonji joyville gurugram,0,1.0296194171811581
853,3 BHK Flat,ATS Kocoon,3,3,3,unavailable,North,new,Sector 109 Gurgaon,1.6,1919.5,8335.504037509767,0,1,1,0,0,0,10,28.0,Medium,19.5,Basic,25.0,1.0,7.56034084778596,ats kocoon,0,0.9555114450274363
854,3 BHK Flat,Mahindra Aura42 ,3,3,3,unavailable,North,new,Sector 110 A Gurgaon,1.4,2307.1428571428573,6068.111455108358,0,0,0,0,0,1,10,41.0,Fancy,36.0,Premium,24.5,1.0,7.7441985222215175,mahindra aura,0,0.8754687373538999
855,3 BHK Flat,Mahindra Aura42 ,3,3,3+,Servant Room,South-East,new,Sector 110 A Gurgaon,1.8,2917.1428571428573,6170.421155729677,0,0,1,0,1,0,7,48.5,Fancy,33.5,Premium,24.5,1.0,7.978702685095763,mahindra aura,1,1.0296194171811581
856,4 BHK Flat,Bestech Park View Spa Next40 ,4,4,3+,"Pooja Room,Servant Room",South-West,mid-age,Sector 67 Gurgaon,2.7,2585.0,10444.874274661508,0,1,0,0,0,0,9,46.5,Fancy,33.5,Premium,24.5,1.0,7.857867559331803,bestech park view spa next,2,1.308332819650179
857,3 BHK Flat,DLF The Skycourt42 ,3,3,3,unavailable,South,new,Sector 86 Gurgaon,1.55,2757.1428571428573,5621.761658031088,0,0,1,0,0,0,5,28.0,Medium,13.5,Basic,25.0,1.0,7.922312854380504,dlf the skycourt,0,0.9360933591703349
858,3 BHK Flat,Mapsko Royale Ville37 ,3,4,2,"Servant Room,Pooja Room",North-East,new,Sector 82 Gurgaon,1.15,1969.0,5840.528186896901,0,0,0,0,0,1,15,40.0,Fancy,24.5,Good,23.0,0.75,7.585788821732034,mapsko royale ville,2,0.7654678421395714
859,3 BHK Flat,Emaar Gurgaon Greens41 ,3,3,3,unavailable,North-East,new,Sector 102 Gurgaon,1.49,2357.1428571428573,6321.212121212121,0,0,0,0,0,1,10,43.5,Fancy,38.5,Premium,25.0,1.0,7.765629663292228,emaar gurgaon greens,0,0.9122827104766162
860,3 BHK Flat,Emaar Imperial Gardens38 ,3,4,2,"Servant Room,Study Room",East,new,Sector 102 Gurgaon,1.91,2857.1428571428573,6684.999999999999,0,0,0,0,1,0,17,42.5,Fancy,36.0,Premium,23.0,0.75,7.957927342245103,emaar imperial gardens,2,1.0681530811834012
861,3 BHK Flat,Vatika City Homes39 ,3,3,3,Pooja Room,South-East,mid-age,Sector 83 Gurgaon,1.05,2485.714285714286,4224.137931034483,0,0,0,0,0,1,8,33.5,Fancy,26.0,Good,25.0,1.0,7.818717554097396,vatika city homes,1,0.7178397931503169
862,4 BHK Flat,Indiabulls Centrum Park37 ,4,6,3+,Servant Room,East,new,Sector 103 Gurgaon,2.14,4107.142857142858,5210.434782608695,0,0,0,0,1,0,7,32.5,Fancy,34.5,Premium,25.0,0.6666666666666666,8.320726345795032,indiabulls centrum park,1,1.144222799920162
863,2 BHK Flat,Bestech Park View Residency39 ,2,2,3,unavailable,South-West,mid-age,Palam Vihar,1.02,1556.5000000000002,6553.164150337294,0,0,0,0,1,0,11,32.0,Fancy,25.5,Good,25.0,1.0,7.350837250661608,bestech park view residency,0,0.7030975114131134
864,1 BHK Flat,Bestech Park View Residency39 ,1,1,2,unavailable,South-West,mid-age,Palam Vihar,0.56,928.5714285714288,6030.769230769231,0,0,0,0,0,1,7,29.5,Medium,24.5,Good,25.0,1.0,6.834723650439671,bestech park view residency,0,0.44468582126144574
865,2 BHK Flat,Ireo Skyon40 ,2,3,2,Study Room,North-West,new,Sector 60 Gurgaon,2.5,1705.0000000000002,14662.756598240469,0,0,0,0,0,1,4,33.5,Fancy,24.5,Good,25.0,0.6666666666666666,7.441906728051625,ireo skyon,1,1.252762968495368
866,3 BHK Flat,Pioneer Park38 ,3,3,3,unavailable,North-West,mid-age,Sector 61 Gurgaon,2.0,1870.0,10695.1871657754,0,0,1,0,0,0,24,41.0,Fancy,20.0,Good,25.0,1.0,7.534228326274089,pioneer park,0,1.0986122886681098
867,3 BHK Flat,Dhoot Time Residency40 ,3,4,3+,Study Room,North-West,mid-age,Sector 63 Gurgaon,2.2,1888.7,11648.223645894,0,0,0,0,0,1,8,37.0,Fancy,16.5,Basic,25.0,0.75,7.544173365295993,dhoot time residency,1,1.1631508098056809
868,3 BHK Flat,Experion The Heartsong39 ,3,4,3,Study Room,North-West,mid-age,Sector 108 Gurgaon,1.65,2861.428571428572,5766.350474288567,0,0,0,0,1,0,3,39.0,Fancy,20.0,Good,25.0,0.75,7.9594256943384325,experion the heartsong,1,0.9745596399981308
869,2 BHK Flat,AIPL The Peaceful Homes39 ,2,2,2,unavailable,North,mid-age,Sector 70A Gurgaon,1.6,1721.5000000000002,9294.220156839963,0,0,1,0,0,0,22,35.5,Fancy,23.0,Good,23.5,1.0,7.451532002887814,aipl the peaceful homes,0,0.9555114450274363
870,2 BHK Flat,Vatika The Seven Lamps38 ,2,2,2,unavailable,East,new,Sector 82 Gurgaon,0.85,1430.0000000000002,5944.055944055943,0,0,0,0,0,1,0,33.5,Fancy,13.5,Basic,25.0,1.0,7.266128779556451,vatika the seven lamps,0,0.6151856390902334
871,3 BHK Flat,Emaar Gurgaon Greens41 ,3,3,3,Servant Room,East,new,Sector 102 Gurgaon,1.4,2357.1428571428573,5939.393939393939,0,1,1,0,0,0,3,-1.0,Unavailable,16.5,Basic,25.0,1.0,7.765629663292228,emaar gurgaon greens,1,0.8754687373538999
872,3 BHK Flat,DLF Wellington Estate42 ,3,3,2,unavailable,West,old,DLF Phase 5,2.09,1573.0000000000002,13286.713286713284,0,0,0,0,0,1,11,42.5,Fancy,23.0,Good,25.0,1.0,7.3613754289773485,dlf wellington estate,0,1.128171090909654
873,3 BHK Flat,Orchid Petals41 ,3,3,3+,Study Room,East,old,Sector 49 Gurgaon,2.51,2267.1000000000004,11071.412818137704,0,0,0,1,0,0,7,52.0,Fancy,20.0,Good,24.5,1.0,7.7266977555863905,orchid petals,1,1.2556160374777743
874,3 BHK Flat,Sunischit Apartments,3,3,3+,Servant Room,North,old,Sector 54 Gurgaon,1.69,2420.0,6983.471074380165,0,0,1,0,0,0,5,42.0,Fancy,14.5,Basic,20.0,1.0,7.791935956938058,sunischit apartments,1,0.9895411936137477
875,2 BHK Flat,Bestech Park View Residency39 ,2,2,3,unavailable,East,mid-age,Palam Vihar,0.98,1556.5000000000002,6296.177320912302,0,0,1,0,0,0,11,32.5,Fancy,24.5,Good,25.0,1.0,7.350837250661608,bestech park view residency,0,0.6830968447064438
876,4 BHK Flat,Experion The Heartsong39 ,4,4,3+,"Servant Room,Pooja Room",North-East,new,Sector 108 Gurgaon,2.0,3970.000000000001,5037.783375314861,0,0,0,0,0,1,10,47.0,Fancy,41.5,Luxury,25.0,1.0,8.286773231131251,experion the heartsong,2,1.0986122886681098
877,3 BHK Flat,Orchid Petals41 ,3,3,3,unavailable,East,old,Sector 49 Gurgaon,1.95,1985.5,9821.2037270209,0,0,0,0,0,1,2,49.5,Fancy,22.0,Good,24.5,1.0,7.594129575254653,orchid petals,0,1.0818051703517284
878,3 BHK Flat,DLF Carlton Estate40 ,3,3,1,Store Room,East,old,DLF Phase 5,2.1,1498.2,14016.820184221066,0,0,0,1,0,0,2,49.0,Fancy,24.5,Good,23.5,1.0,7.312686911484158,dlf carlton estate,1,1.1314021114911006
879,3 BHK Flat,Kiran Residency,3,3,3,Servant Room,North,old,Sector 56 Gurgaon,1.55,2200.0,7045.454545454545,0,0,1,0,0,0,5,43.5,Fancy,13.5,Basic,20.0,1.0,7.696667081526462,kiran residency,1,0.9360933591703349
880,3 BHK Flat,Vatika City41 ,3,4,3,Servant Room,South-East,mid-age,Sector 49 Gurgaon,1.98,3117.1428571428573,6351.970669110907,0,0,0,1,0,0,9,42.5,Fancy,24.0,Good,25.0,0.75,8.044992865483763,vatika city,1,1.091923300517313
881,4 BHK Flat,The Lions CGHS,4,4,3+,unavailable,West,mid-age,Sector 56 Gurgaon,2.05,3428.571428571429,5979.166666666666,0,0,1,0,0,0,8,44.0,Fancy,13.5,Basic,20.0,1.0,8.140190584414983,the lions cghs,0,1.1151415906193203
882,3 BHK Flat,PGR Shree Kripaluji Apartment,3,3,3+,unavailable,North-East,new,Sector 52 Gurgaon,1.4,3285.714285714286,4260.869565217391,0,0,1,0,0,0,8,40.5,Fancy,18.5,Basic,20.0,1.0,8.097643647377655,pgr shree kripaluji apartment,0,0.8754687373538999
883,3 BHK Flat,ATS Tourmaline39 ,3,3,3+,Store Room,North-East,new,Sector 109 Gurgaon,1.4,2500.0,5600.0,0,0,1,0,0,0,8,28.0,Medium,29.0,Good,23.0,1.0,7.824445930877619,ats tourmaline,1,0.8754687373538999
884,4 BHK Flat,Indiabulls Centrum Park37 ,4,6,3+,Servant Room,East,new,Sector 103 Gurgaon,2.36,4107.142857142858,5746.086956521738,0,0,1,0,0,0,8,49.0,Fancy,38.5,Premium,25.0,0.6666666666666666,8.320726345795032,indiabulls centrum park,1,1.2119409739751128
885,3 BHK Flat,ATS Kocoon42 ,3,3,3,Store Room,East,new,Sector 109 Gurgaon,1.65,2492.857142857143,6618.911174785099,0,0,0,0,1,0,19,44.5,Fancy,38.5,Premium,25.0,1.0,7.821585844269467,ats kocoon,1,0.9745596399981308
886,3 BHK Flat,Puri Diplomatic Greens40 ,3,4,2,Servant Room,West,new,Sector 111 Gurgaon,2.65,3164.2857142857147,8374.717832957109,1,1,1,0,1,0,7,46.0,Fancy,38.5,Premium,25.0,0.75,8.059998603579963,puri diplomatic greens,1,1.2947271675944
887,4 BHK Flat,ATS Triumph39 ,4,4,3+,Servant Room,North,new,Sector 104 Gurgaon,2.63,4500.0,5844.444444444444,0,0,1,0,0,0,21,52.0,Fancy,39.5,Premium,24.5,1.0,8.412054873292933,ats triumph,1,1.2892326482767593
888,3 BHK Flat,Puri Emerald Bay37 ,3,4,3+,Servant Room,North,new,Sector 104 Gurgaon,2.25,3500.0,6428.571428571428,0,0,1,0,0,0,4,46.0,Fancy,38.5,Premium,25.0,0.75,8.160803920954665,puri emerald bay,1,1.1786549963416462
889,4 BHK Flat,ATS Triumph39 ,4,4,3+,Servant Room,East,new,Sector 104 Gurgaon,2.55,4500.0,5666.666666666667,0,0,0,0,0,1,21,45.0,Fancy,36.5,Premium,24.5,1.0,8.412054873292933,ats triumph,1,1.2669476034873244
890,2 BHK Flat,Indiabulls Centrum Park37 ,2,2,3,Study Room,North-East,new,Sector 103 Gurgaon,1.15,1629.1,7059.1123933460185,1,1,1,0,1,0,8,33.5,Fancy,32.0,Premium,25.0,1.0,7.396396641612244,indiabulls centrum park,1,0.7654678421395714
891,3 BHK Flat,Sagar Apartment,3,3,3+,"Pooja Room,Study Room,Servant Room,Others",South,old,Sector 56 Gurgaon,1.45,2857.1428571428573,5075.0,1,0,1,0,0,0,7,-1.0,Unavailable,39.0,Premium,20.0,1.0,7.957927342245103,sagar apartment,4,0.8960880245566356
892,4 BHK Flat,ATS Triumph39 ,4,4,3+,Servant Room,East,new,Sector 104 Gurgaon,2.6,4500.0,5777.777777777777,1,0,0,0,0,0,16,48.0,Fancy,36.5,Premium,24.5,1.0,8.412054873292933,ats triumph,1,1.2809338454620642
893,3 BHK Flat,Emaar Gurgaon Greens41 ,3,4,3,Servant Room,North,new,Sector 102 Gurgaon,1.55,2357.1428571428573,6575.757575757575,0,0,0,0,1,0,7,42.5,Fancy,35.5,Premium,25.0,0.75,7.765629663292228,emaar gurgaon greens,1,0.9360933591703349
894,2 BHK Flat,Paras Irene37 ,2,2,3,unavailable,North-East,mid-age,Sector 70A Gurgaon,1.2,1562.0000000000002,7682.458386683737,1,0,0,0,0,0,6,30.0,Fancy,11.5,Basic,25.0,1.0,7.354362330421477,paras irene,0,0.7884573603642702
895,3 BHK Flat,Shree Vardhman Victoria38 ,3,3,3,"Pooja Room,Study Room,Servant Room,Others",South-East,new,Sector 70 Gurgaon,1.55,2785.714285714286,5564.102564102564,1,0,0,0,0,0,6,30.0,Fancy,13.5,Basic,22.5,1.0,7.93261850543962,shree vardhman victoria,4,0.9360933591703349
896,3 BHK Flat,Shree Vardhman Victoria38 ,3,4,3,"Servant Room,Others",South-East,new,Sector 70 Gurgaon,1.65,2785.714285714286,5923.076923076923,0,0,1,0,0,0,5,38.5,Fancy,13.5,Basic,22.5,0.75,7.93261850543962,shree vardhman victoria,2,0.9745596399981308
897,2 BHK Flat,SS The Leaf38 ,2,2,3,Others,North-East,new,Sector 85 Gurgaon,1.05,1804.0,5820.39911308204,0,0,1,0,0,0,6,39.0,Fancy,13.5,Basic,23.5,1.0,7.498315870766981,ss the leaf,1,0.7178397931503169
898,3 BHK Flat,DLF Regal Gardens39 ,3,3,3,Study Room,East,new,Sector 90 Gurgaon,1.29,2431.428571428572,5305.522914218566,0,0,0,1,0,0,7,-1.0,Unavailable,41.0,Luxury,24.5,1.0,7.7966454493653305,dlf regal gardens,1,0.8285518175661483
899,2 BHK Flat,Pyramid Urban,2,2,2,Others,North-East,new,Sector 67A Gurgaon,0.56,1000.0,5600.0,0,0,0,1,0,0,0,-1.0,Unavailable,13.5,Basic,20.0,1.0,6.90875477931522,pyramid urban,1,0.44468582126144574
900,3 BHK Flat,DLF Regal Gardens39 ,3,3,2,Others,North,new,Sector 90 Gurgaon,1.26,1918.4,6567.973311092577,0,0,1,0,0,0,12,-1.0,Unavailable,3.0,Minimal,24.5,1.0,7.559767916183527,dlf regal gardens,1,0.8153648132841945
901,4 BHK Flat,SS The Leaf38 ,4,6,3,Servant Room,North,new,Sector 85 Gurgaon,1.91,5642.857142857143,3384.8101265822784,1,0,0,0,0,0,6,35.0,Fancy,41.0,Luxury,23.5,0.6666666666666666,8.638323001323016,ss the leaf,1,1.0681530811834012
902,4 BHK Flat,SS The Leaf38 ,4,6,3,Servant Room,North-West,new,Sector 85 Gurgaon,2.2,5642.857142857143,3898.73417721519,1,0,0,0,0,0,10,38.5,Fancy,41.0,Luxury,23.5,0.6666666666666666,8.638323001323016,ss the leaf,1,1.1631508098056809
903,3 BHK Flat,SS The Leaf38 ,3,4,3,Store Room,West,new,Sector 85 Gurgaon,1.98,3440.0,5755.813953488372,1,0,0,0,0,0,12,30.0,Fancy,41.0,Luxury,23.5,0.75,8.14351740579748,ss the leaf,1,1.091923300517313
904,2 BHK Flat,SS The Leaf38 ,2,2,3,Store Room,North,new,Sector 85 Gurgaon,1.11,2342.857142857143,4737.804878048781,1,0,0,0,0,0,8,36.0,Fancy,41.0,Luxury,23.5,1.0,7.7595532029595695,ss the leaf,1,0.7466879474879752
905,3 BHK Flat,DLF The Ultima40 ,3,4,3+,Servant Room,West,new,Sector 81 Gurgaon,2.25,2988.571428571429,7528.680688336519,0,0,0,0,0,1,11,37.5,Fancy,41.5,Luxury,25.0,0.75,8.002885321185357,dlf the ultima,1,1.1786549963416462
906,3 BHK Flat,SS The Coralwood34 ,3,3,3,Others,North-East,new,Sector 84 Gurgaon,1.05,2500.0,4200.0,0,0,1,0,0,0,6,-1.0,Unavailable,33.5,Premium,25.0,1.0,7.824445930877619,ss the coralwood,1,0.7178397931503169
907,4 BHK Flat,DLF The Primus39 ,4,4,3+,Others,East,new,Sector 82A Gurgaon,2.6,3247.1428571428573,8007.039155301363,1,1,1,0,1,0,2,-1.0,Unavailable,12.5,Basic,24.0,1.0,8.085838683424825,dlf the primus,1,1.2809338454620642
908,2 BHK Flat,SS The Leaf38 ,2,2,3,Others,East,newly built,Sector 85 Gurgaon,1.04,2342.857142857143,4439.0243902439015,1,0,0,0,0,0,17,-1.0,Unavailable,34.5,Premium,23.5,1.0,7.7595532029595695,ss the leaf,1,0.712949807856125
909,3 BHK Flat,DLF Regal Gardens39 ,3,3,2,Others,East,new,Sector 90 Gurgaon,1.25,1918.4,6515.846538782318,0,0,1,0,0,0,11,-1.0,Unavailable,3.0,Minimal,24.5,1.0,7.559767916183527,dlf regal gardens,1,0.8109302162163288
910,3 BHK Flat,Experion Windchants38 ,3,3,2,unavailable,North-East,new,Sector 112 Gurgaon,3.4,3082.2000000000003,11031.081694893255,0,0,0,1,0,0,14,42.0,Fancy,39.0,Premium,25.0,1.0,8.033723297660101,experion windchants,0,1.4816045409242156
911,3 BHK Flat,DLF Regal Gardens39 ,3,3,3,Servant Room,North,mid-age,Sector 90 Gurgaon,1.25,1873.3,6672.716596380717,0,0,1,0,0,0,28,-1.0,Unavailable,12.5,Basic,24.5,1.0,7.535990535364939,dlf regal gardens,1,0.8109302162163288
912,2 BHK Flat,Pyramid Urban Homes 2,2,2,1,"Pooja Room,Study Room,Servant Room,Others",West,newly built,Sector 86 Gurgaon,0.41,715.7142857142858,5728.542914171656,0,0,1,0,0,0,7,-1.0,Unavailable,13.5,Basic,19.0,1.0,6.5746772754289395,pyramid urban homes ,4,0.3435897043900769
913,2 BHK Flat,Vatika Gurgaon 2137 ,2,2,2,Others,East,new,Sector 83 Gurgaon,0.75,1778.571428571429,4216.867469879518,0,0,1,0,0,0,19,39.5,Fancy,29.5,Good,23.0,1.0,7.4841278438307794,vatika gurgaon ,1,0.5596157879354227
914,4 BHK Flat,DLF Regal Gardens39 ,4,4,3+,Servant Room,North-West,mid-age,Sector 90 Gurgaon,1.7,2436.5,6977.22142417402,0,1,0,0,0,0,15,-1.0,Unavailable,12.0,Basic,24.5,1.0,7.798728202872002,dlf regal gardens,1,0.9932517730102833
915,2 BHK Flat,TARC Maceo38 ,2,2,2,Store Room,North-West,new,Sector 91 Gurgaon,0.87,1871.428571428572,4648.85496183206,0,1,1,0,0,0,9,-1.0,Unavailable,23.5,Good,25.0,1.0,7.534991568564233,tarc maceo,1,0.6259384308664953
916,3 BHK Flat,DLF Regal Gardens39 ,3,3,3,Servant Room,North,mid-age,Sector 90 Gurgaon,1.25,2431.428571428572,5141.010575793184,0,0,1,0,0,0,18,-1.0,Unavailable,24.5,Good,24.5,1.0,7.7966454493653305,dlf regal gardens,1,0.8109302162163288
917,3 BHK Flat,DLF The Ultima40 ,3,4,3+,Servant Room,North,new,Sector 81 Gurgaon,2.35,2988.571428571429,7863.288718929253,0,0,0,0,0,1,18,-1.0,Unavailable,22.5,Good,25.0,0.75,8.002885321185357,dlf the ultima,1,1.208960345836975
918,3 BHK Flat,ATS Triumph39 ,3,4,3+,Servant Room,North-East,new,Sector 104 Gurgaon,1.73,2519.0,6867.804684398571,0,0,0,0,1,0,15,-1.0,Unavailable,38.5,Premium,24.5,0.75,7.832014180505469,ats triumph,1,1.0043016091968684
919,2 BHK Flat,Paras Dews,2,2,3,Pooja Room,North-East,newly built,Sector 106 Gurgaon,0.97,1978.571428571429,4902.527075812274,0,0,1,0,0,0,6,35.5,Fancy,41.0,Luxury,0.0,1.0,7.590635650043402,paras dews,1,0.6780335427498971
