,property_name,society,bedRoom,bathroom,balcony,additionalRoom,facing,agePossession,sector,price in crore,SuperBuildUp_adjusted_area,adjusted_price_per_sqft,Others,Pooja Room,Servant Room,Store Room,Study Room,unavailable,floor,furnish_score,furnish_category,features_score,features_category,rating_sum,bed_bath_ratio,log_area,society_clean,additional_room_count,log_price
0,2 BHK Flat,maa bhagwati residency,2,2,1,unavailable,West,new,Krishna Colony,0.45,1285.7142857142858,3500.0,0,0,0,0,0,1,4,30.5,Fancy,8.5,Minimal,20.0,1.0,7.15984718272843,maa bhagwati residency,0,0.37156355643248307
1,2 BHK Flat,Apna Enclave,2,2,1,unavailable,West,old,Ashok Vihar,0.5,928.5714285714288,5384.615384615384,0,0,0,0,0,1,1,32.5,Fancy,7.5,Minimal,20.0,1.0,6.834723650439671,apna enclave,0,0.4054651081081644
2,2 BHK Flat,Tulsiani Easy in Homes,2,2,3,unavailable,unavailable,newly built,Sohna,0.4,850.0,4705.882352941177,0,0,0,0,0,1,12,-1.0,Unavailable,13.5,Basic,20.0,1.0,6.7464121285733745,tulsiani easy in homes,0,0.33647223662121295
3,2 BHK Flat,Smart World Orchard,2,2,2,Study Room,unavailable,under construction,Sector 61 Gurgaon,1.47,1714.2857142857144,8575.0,0,0,0,0,1,0,2,-1.0,Unavailable,21.0,Good,0.0,1.0,7.447334942975405,smart world orchard,1,0.9042181506398859
4,2 BHK Flat,Parkwood Westend,2,2,3,Study Room,unavailable,under construction,Sector 92 Gurgaon,0.7,1479.5000000000002,4731.3281514025,0,0,0,0,1,0,5,-1.0,Unavailable,0.0,Minimal,20.0,1.0,7.3001351475416465,parkwood westend,1,0.5306282510621704
5,2 BHK Flat,Signature Global Infinity Mall,2,2,3,unavailable,unavailable,unknown,Sector 36 Gurgaon,0.41,719.4000000000001,5699.193772588266,0,0,0,0,0,1,3,-1.0,Unavailable,0.0,Minimal,0.0,1.0,6.579806613301801,signature global infinity mall,0,0.3435897043900769
6,3 BHK Flat,The Cocoon,3,3,3,unavailable,unavailable,newly built,Dwarka Expressway Gurgaon,2.0,1650.0000000000002,12121.21212121212,0,0,0,0,0,1,5,-1.0,Unavailable,0.0,Minimal,0.0,1.0,7.409136443920128,the cocoon,0,1.0986122886681098
7,3 BHK Flat,ATS Triumph39 ,3,4,3,unavailable,unavailable,newly built,Sector 104 Gurgaon,1.8,3271.428571428572,5502.183406113537,0,0,0,0,0,1,14,-1.0,Unavailable,15.5,Basic,24.5,0.75,8.093287670633261,ats triumph,0,1.0296194171811581
8,2 BHK Flat,Vatika Xpressions,2,4,3+,Study Room,North-East,under construction,Sector 88B Gurgaon,1.1,1928.571428571429,5703.703703703704,0,0,0,0,1,0,2,-1.0,Unavailable,17.0,Basic,0.0,0.5,7.565053199505451,vatika xpressions,1,0.7419373447293773
9,3 BHK Flat,Raheja Revanta,3,3,2,Servant Room,unavailable,under construction,Sector 78 Gurgaon,4.75,3094.3,15350.806321300455,0,0,1,0,0,0,31,-1.0,Unavailable,23.0,Good,20.0,1.0,8.037640110954355,raheja revanta,1,1.749199854809259
10,2 BHK Flat,Signature Global City 81,2,2,2,unavailable,unavailable,under construction,Sector 81 Gurgaon,0.96,1535.7142857142858,6251.162790697674,0,0,0,0,0,1,1,-1.0,Unavailable,13.5,Basic,17.5,1.0,7.337401835376692,signature global city ,0,0.6729444732424258
11,2 BHK Flat,HCBS Sports Ville36 ,2,2,1,unavailable,unavailable,new,Sohna,0.29,741.4285714285714,3911.368015414258,0,0,0,0,0,1,4,-1.0,Unavailable,11.5,Basic,25.0,1.0,6.609926665953129,hcbs sports ville,0,0.2546422183735807
12,3 BHK Flat,Supertech Araville,3,3,3,unavailable,unavailable,new,Sector 79 Gurgaon,1.35,2778.571428571429,4858.611825192802,0,0,0,0,0,1,4,31.5,Fancy,0.0,Minimal,20.0,1.0,7.930052032416063,supertech araville,0,0.8544153281560676
13,2 BHK Flat,Godrej,2,2,3+,unavailable,South-East,under construction,Sector 33 Gurgaon,0.95,1523.5000000000002,6235.641614702986,0,0,0,0,0,1,3,-1.0,Unavailable,0.0,Minimal,20.0,1.0,7.329421766428309,godrej,0,0.6678293725756554
14,2 BHK Flat,Shree Vardhman Flora38 ,2,2,3,Study Room,unavailable,newly built,Sector 90 Gurgaon,0.7,1430.0000000000002,4895.104895104894,0,0,0,0,1,0,13,-1.0,Unavailable,5.0,Minimal,25.0,1.0,7.266128779556451,shree vardhman flora,1,0.5306282510621704
15,4 BHK Flat,Sobha City,4,5,3,unavailable,unavailable,unknown,Sector 108 Gurgaon,3.95,3347.1428571428573,11801.109688433631,0,0,0,0,0,1,25,28.0,Medium,0.0,Minimal,18.5,0.8,8.116161100096562,sobha city,0,1.599387576580599
16,1 BHK Flat,Senate Court,1,1,No,unavailable,unavailable,unknown,Sector 62 Gurgaon,0.9,702.9000000000001,12804.097311139563,0,0,0,0,0,1,0,-1.0,Unavailable,0.0,Minimal,20.0,1.0,6.556636300614086,senate court,0,0.6418538861723948
17,2 BHK Flat,Shapoorji Pallonji Joyville Gurugram40 ,2,2,2,unavailable,unavailable,under construction,Sector 102 Gurgaon,1.05,1307.142857142857,8032.7868852459005,0,0,0,0,0,1,0,-1.0,Unavailable,13.5,Basic,25.0,1.0,7.176363744052419,shapoorji pallonji joyville gurugram,0,0.7178397931503169
18,3 BHK Flat,Central Park Flower Valley,3,3,3,Servant Room,North-East,newly built,Sector-33 Sohna,2.2,2310.0,9523.809523809525,0,0,0,0,1,0,12,28.0,Medium,13.5,Basic,0.0,1.0,7.745435610274381,central park flower valley,1,1.1631508098056809
19,2 BHK Flat,Smart World Gems,2,2,2,Study Room,unavailable,under construction,Sector 89 Gurgaon,1.01,1575.7142857142858,6409.791477787851,0,0,1,0,0,0,4,-1.0,Unavailable,12.0,Basic,20.0,1.0,7.3630983947175705,smart world gems,1,0.6981347220709844
20,3 BHK Flat,Bestech Altura,3,4,3+,Servant Room,North,newly built,Sector 79 Gurgaon,1.85,2365.0,7822.410147991543,0,0,0,0,0,1,11,36.0,Fancy,13.5,Basic,20.0,0.75,7.768956044538332,bestech altura,1,1.0473189942805592
21,2 BHK Flat,Smart World Gems,2,3,3,unavailable,unavailable,under construction,Sector 89 Gurgaon,0.86,1213.3000000000002,7088.106816121321,0,0,1,0,0,0,4,-1.0,Unavailable,0.0,Minimal,20.0,0.6666666666666666,7.101923058059773,smart world gems,0,0.6205764877251099
22,3 BHK Flat,Emaar Imperial Gardens38 ,3,3,3+,Servant Room,South-West,new,Sector 102 Gurgaon,1.85,2892.857142857143,6395.061728395061,0,0,1,0,0,0,0,53.0,Fancy,23.0,Good,23.0,1.0,7.970345542758493,emaar imperial gardens,1,1.0473189942805592
23,3 BHK Flat,La Vida by Tata Housing,3,3,3+,Servant Room,East,newly built,Sector 113 Gurgaon,2.85,2438.7000000000003,11686.554311723456,0,0,0,0,0,1,10,-1.0,Unavailable,20.5,Good,0.0,1.0,7.7996303599085035,la vida by tata housing,1,1.3480731482996928
24,2 BHK Flat,The Serenas,2,2,1,unavailable,unavailable,unknown,Sector 36 Gurgaon,0.42,758.5714285714287,5536.723163841807,0,0,1,0,0,0,3,28.0,Medium,0.0,Minimal,0.0,1.0,6.632754364449025,the serenas,0,0.3506568716131694
25,3 BHK Flat,M3M Golfestate44 ,3,4,2,unavailable,North-East,unknown,Sector 65 Gurgaon,6.15,4792.857142857143,12831.594634873323,0,0,0,0,0,1,20,-1.0,Unavailable,0.0,Minimal,25.0,0.75,8.475090615396622,m3m golfestate,0,1.9671123567059163
26,3 BHK Flat,Central Park Resort Belgravia Residences,3,5,3+,Servant Room,South-East,mid-age,Sector 48 Gurgaon,6.25,4114.285714285715,15190.97222222222,0,0,0,0,0,1,5,69.5,Fancy,13.5,Basic,20.0,0.6,8.322463543091063,central park resort belgravia residences,1,1.9810014688665833
27,2 BHK Flat,Apex builders,2,2,2,unavailable,North,new,Sector 37C Gurgaon,0.42,1071.4285714285716,3920.0,0,0,0,0,0,1,4,-1.0,Unavailable,11.5,Basic,20.0,1.0,6.977681048517689,apex builders,0,0.3506568716131694
28,2 BHK Flat,Godrej Habitat,2,2,No,unavailable,North-East,unknown,Sector 3 Gurgaon,1.35,1508.571428571429,8948.863636363636,0,1,0,0,0,0,4,28.0,Medium,0.0,Minimal,18.5,1.0,7.319581067385718,godrej habitat,0,0.8544153281560676
29,2 BHK Flat,Ompee K S Residency,2,2,2,unavailable,unavailable,new,New Palam Vihar,1.6,94.28571428571428,169696.9696969697,0,0,0,0,0,1,1,-1.0,Unavailable,0.0,Minimal,20.0,1.0,4.55687989686031,ompee k s residency,0,0.9555114450274363
30,4 BHK Flat,Bhawna CGHS,4,4,3+,Pooja Room,unavailable,mid-age,Sector 43 Gurgaon,3.25,4571.428571428572,7109.375,0,0,0,0,0,1,12,48.0,Fancy,25.5,Good,20.0,1.0,8.427799758804257,bhawna cghs,1,1.4469189829363254
31,2 BHK Flat,Adani Aangan Arcade,2,2,1,unavailable,unavailable,newly built,Sector 88A Gurgaon,0.45,892.8571428571429,5040.0,0,0,0,0,0,1,8,29.0,Medium,5.0,Minimal,0.0,1.0,6.79554596694305,adani aangan arcade,0,0.37156355643248307
32,3 BHK Flat,Sare Green Parc,3,2,2,unavailable,unavailable,unknown,Sector 92 Gurgaon,0.85,1430.0000000000002,5944.055944055943,1,0,0,0,0,0,20,-1.0,Unavailable,0.0,Minimal,20.0,1.5,7.266128779556451,sare green parc,0,0.6151856390902334
33,2 BHK Flat,Shree Vardhman Flora38 ,2,2,3,unavailable,North-East,unknown,Sector 90 Gurgaon,0.75,1857.142857142857,4038.461538461538,0,0,1,0,0,0,8,28.0,Medium,0.0,Minimal,25.0,1.0,7.527332804008427,shree vardhman flora,0,0.5596157879354227
34,2 BHK Flat,Supertech Hues,2,2,3+,Others,unavailable,under construction,Sector 68 Gurgaon,0.82,1298.0,6317.411402157164,0,0,0,0,0,1,21,-1.0,Unavailable,19.0,Basic,20.0,1.0,7.1693500166706,supertech hues,1,0.598836501088704
35,3 BHK Flat,Chintels Paradiso39 ,3,3,2,Servant Room,East,mid-age,Sector 109 Gurgaon,1.8,2900.0,6206.896551724138,0,0,0,0,0,1,0,-1.0,Unavailable,23.0,Good,25.0,1.0,7.972810784121404,chintels paradiso,1,1.0296194171811581
36,2 BHK Flat,Breez Global Hill View,2,2,2,unavailable,North-East,newly built,Sohna,0.3,935.7142857142858,3206.106870229007,0,0,1,0,0,0,6,28.0,Medium,24.0,Good,20.0,1.0,6.842378311208306,breez global hill view,0,0.262364264467491
37,2 BHK Flat,ILD Greens41 ,2,2,3,unavailable,North,mid-age,Sector 37C Gurgaon,0.78,1950.0,4000.0,0,0,0,0,0,1,1,34.5,Fancy,27.5,Good,23.5,1.0,7.576097340623111,ild greens,0,0.5766133643039938
38,3 BHK Flat,Ansal Sushant Lok CI,3,3,2,Servant Room,North,old,Sector 43 Gurgaon,2.0,1885.7142857142856,10606.060606060606,0,0,1,0,0,0,1,42.5,Fancy,1.5,Minimal,20.0,1.0,7.542592121988491,ansal sushant lok ci,1,1.0986122886681098
39,2 BHK Flat,Ashiana Mulberry,2,2,3+,unavailable,North-West,newly built,Sohna,0.74,1728.571428571429,4280.99173553719,0,0,1,0,0,0,12,28.0,Medium,18.5,Basic,20.0,1.0,7.455628927652427,ashiana mulberry,0,0.5538851132264376
40,3 BHK Flat,Godrej Meridien,3,3,3+,Servant Room,unavailable,under construction,Sector 106 Gurgaon,3.2,2860.0,11188.811188811187,0,0,0,0,0,1,6,-1.0,Unavailable,13.5,Basic,0.0,1.0,7.95892649305011,godrej meridien,1,1.4350845252893227
41,4 BHK Flat,Mapsko Casa Bella38 ,4,4,3+,Servant Room,North,new,Sector 82 Gurgaon,1.3,2156.0,6029.684601113173,0,0,0,0,0,1,1,-1.0,Unavailable,32.0,Premium,24.5,1.0,7.676473646389156,mapsko casa bella,1,0.832909122935104
42,2 BHK Flat,Pooja Apartment,2,2,2,unavailable,East,new,Ashok Vihar Phase 3 Extension,0.25,1000.0,2499.9999999999995,0,1,1,0,0,0,2,33.0,Fancy,0.0,Minimal,20.0,1.0,6.90875477931522,pooja apartment,0,0.22314355131420976
43,3 BHK Flat,Signature Global Park40 ,3,2,3+,unavailable,unavailable,new,Sohna,0.95,1728.571428571429,5495.867768595041,0,0,0,0,0,1,1,-1.0,Unavailable,13.5,Basic,25.0,1.5,7.455628927652427,signature global park,0,0.6678293725756554
44,4 BHK Flat,DLF New Town Heights 139 ,4,4,3+,"Pooja Room,Servant Room",East,new,Sector 90 Gurgaon,1.99,3895.714285714286,5108.177484415108,0,0,0,0,0,1,9,41.0,Fancy,24.5,Good,25.0,1.0,8.267888986180381,dlf new town heights ,2,1.095273387402595
45,2 BHK Flat,Paras Dews,2,2,2,unavailable,West,newly built,Sector 106 Gurgaon,1.05,1978.571428571429,5306.859205776173,0,0,1,0,0,0,5,37.0,Fancy,24.0,Good,0.0,1.0,7.590635650043402,paras dews,0,0.7178397931503169
46,3 BHK Flat,Godrej Air,3,3,3+,unavailable,unavailable,under construction,Sector 85 Gurgaon,1.83,2612.857142857143,7003.827227993438,0,0,1,0,1,0,18,28.0,Medium,25.5,Good,19.5,1.0,7.868582241909253,godrej air,0,1.0402767116551463
47,3 BHK Flat,DLF The Primus39 ,3,3,3+,Servant Room,East,new,Sector 82A Gurgaon,2.25,3000.0,7500.0,0,0,0,0,0,1,29,48.5,Fancy,20.5,Good,24.0,1.0,8.006700845440367,dlf the primus,1,1.1786549963416462
48,3 BHK Flat,Emaar MGF Emerald Floors Premier38 ,3,3,3+,"Study Room,Servant Room",unavailable,new,Sector 65 Gurgaon,2.8,2357.1428571428573,11878.787878787878,0,0,0,0,1,0,3,28.0,Medium,13.5,Basic,23.5,1.0,7.765629663292228,emaar mgf emerald floors premier,2,1.33500106673234
49,2 BHK Flat,DLF Regency Park 136 ,2,2,2,unavailable,North,new,DLF Phase 4,1.6,1571.4285714285716,10181.81818181818,0,0,0,0,0,1,3,28.0,Medium,15.5,Basic,25.0,1.0,7.360376563968079,dlf regency park ,0,0.9555114450274363
50,2 BHK Flat,Supertech Araville,2,2,3,Study Room,North-East,newly built,Sector 79 Gurgaon,0.83,2185.714285714286,3797.3856209150326,0,0,0,0,0,1,5,33.5,Fancy,13.5,Basic,20.0,1.0,7.690155370036394,supertech araville,1,0.6043159668533294
51,3 BHK Flat,Signature Global Park40 ,3,2,2,unavailable,unavailable,newly built,Sohna,0.83,1600.0,5187.5,0,0,0,0,0,1,1,-1.0,Unavailable,8.0,Minimal,25.0,1.5,7.3783837129967145,signature global park,0,0.6043159668533294
52,2 BHK Flat,Maxworth City Residences,2,3,2,unavailable,unavailable,newly built,Sector 10A Gurgaon,0.8,1785.7142857142858,4480.0,0,0,0,0,0,1,9,28.0,Medium,12.5,Basic,20.0,0.6666666666666666,7.4881336174935935,maxworth city residences,0,0.5877866649021191
53,4 BHK Flat,Deepak Minda,4,4,3+,unavailable,unavailable,mid-age,Sector 1A IMT Manesar,1.25,3787.142857142857,3300.6412674462467,0,0,0,0,0,1,6,37.5,Fancy,11.5,Basic,0.0,1.0,8.239631166673744,deepak minda,0,0.8109302162163288
54,1 BHK Flat,Shree Shyam residency,1,1,1,unavailable,South,new,Block A Surya Vihar,0.23,657.1428571428572,3499.9999999999995,0,0,1,0,0,0,2,28.0,Medium,4.0,Minimal,0.0,1.0,6.489422015880604,shree shyam residency,0,0.20701416938432615
55,1 BHK Flat,Pivotal Devaan,1,1,1,unavailable,unavailable,newly built,Sector 84 Gurgaon,0.3,642.8571428571429,4666.666666666666,1,0,0,0,0,0,14,28.5,Medium,4.5,Minimal,20.0,1.0,6.467476873635335,pivotal devaan,0,0.262364264467491
56,3 BHK Flat,Unitech The Residences37 ,3,4,1,Servant Room,South,new,Sector 33 Gurgaon,1.55,1727.0000000000002,8975.101331789228,0,0,0,1,0,0,1,36.0,Fancy,9.5,Minimal,24.5,0.75,7.454719949364001,unitech the residences,1,0.9360933591703349
57,2 BHK Flat,CHD Avenue 7136 ,2,2,2,Others,South-East,new,Sector 71 Gurgaon,0.79,1317.8000000000002,5994.839884656244,0,0,0,0,1,0,8,28.5,Medium,0.0,Minimal,25.0,1.0,7.184477511197576,chd avenue ,1,0.5822156198526637
58,2 BHK Flat,Gokuldham Society Bahadurgarh,2,2,2,Store Room,unavailable,mid-age,Sector-7 Housing Board,0.5,1285.7142857142858,3888.8888888888887,0,0,1,0,0,0,2,28.0,Medium,0.0,Minimal,0.0,1.0,7.15984718272843,gokuldham society bahadurgarh,1,0.4054651081081644
59,2 BHK Flat,Silverglades The Melia,2,2,3,Study Room,unavailable,under construction,Sohna,1.01,2071.428571428572,4875.862068965517,0,0,0,0,0,1,12,28.0,Medium,20.0,Good,20.0,1.0,7.636476421483589,silverglades the melia,1,0.6981347220709844
60,4 BHK Flat,Sare Crescent Parc Royal Greens Phase 1,4,5,3+,Servant Room,unavailable,mid-age,Sector 92 Gurgaon,0.95,2086.7000000000003,4552.642929026692,0,0,0,0,0,1,4,-1.0,Unavailable,9.5,Minimal,20.0,0.8,7.643818260518914,sare crescent parc royal greens phase ,1,0.6678293725756554
61,2 BHK Flat,Umang Winter Hills39 ,2,2,2,unavailable,North,new,Sector 77 Gurgaon,0.99,1800.0000000000002,5499.999999999999,0,0,0,0,0,1,1,28.0,Medium,23.5,Good,24.0,1.0,7.496097345175956,umang winter hills,0,0.688134638736401
62,3 BHK Flat,Ramprastha Skyz,3,3,3+,unavailable,East,under construction,Sector 37D Gurgaon,1.1,1897.5,5797.101449275362,0,0,0,0,0,1,7,-1.0,Unavailable,24.5,Good,20.0,1.0,7.5488193796718575,ramprastha skyz,0,0.7419373447293773
63,4 BHK Flat,4S Aradhya Homes,4,4,3,unavailable,unavailable,newly built,Sector 67A Gurgaon,1.9,2420.0,7851.239669421488,0,0,0,0,0,1,3,37.5,Fancy,9.0,Minimal,20.0,1.0,7.791935956938058,4s aradhya homes,0,1.0647107369924282
64,3 BHK Flat,ILD Greens41 ,3,3,3+,unavailable,North,under construction,Sector 37C Gurgaon,1.0,2062.5,4848.484848484848,0,0,0,0,0,1,5,-1.0,Unavailable,14.0,Basic,23.5,1.0,7.632158849192637,ild greens,0,0.6931471805599453
65,3 BHK Flat,BPTP Freedom Park Life40 ,3,3,3,unavailable,unavailable,mid-age,Sector 57 Gurgaon,2.5,2475.0,10101.0101010101,0,0,0,0,0,1,9,-1.0,Unavailable,0.0,Minimal,25.0,1.0,7.814399633804487,bptp freedom park life,0,1.252762968495368
66,2 BHK Flat,Godrej Habitat,2,2,2,unavailable,unavailable,under construction,Sector 3 Gurgaon,1.1,1161.6,9469.696969696968,0,0,0,0,0,1,14,-1.0,Unavailable,0.0,Minimal,18.5,1.0,7.05841415526725,godrej habitat,0,0.7419373447293773
67,2 BHK Flat,Ramsons Kshitij37 ,2,2,2,unavailable,unavailable,new,Sector 95 Gurgaon,0.29,616.0,4707.792207792208,0,0,0,0,0,1,14,-1.0,Unavailable,13.5,Basic,23.5,1.0,6.424869023905388,ramsons kshitij,0,0.2546422183735807
68,2 BHK Flat,Sidhartha NCR One,2,2,3,unavailable,North-East,unknown,Sector 95 Gurgaon,0.55,1414.2857142857144,3888.888888888888,0,0,0,0,0,1,15,28.0,Medium,0.0,Minimal,19.0,1.0,7.255086707917717,sidhartha ncr one,0,0.4382549309311553
69,3 BHK Flat,Raheja Sampada,3,2,3,unavailable,North-East,new,Sector 92 Gurgaon,0.65,1507.0000000000002,4313.2050431320495,0,0,0,0,0,1,6,-1.0,Unavailable,13.5,Basic,20.0,1.5,7.318539548567902,raheja sampada,0,0.5007752879124893
70,2 BHK Flat,Signature The Serenas,2,2,2,unavailable,unavailable,newly built,Sohna,0.5,758.5714285714287,6591.337099811675,0,0,1,0,0,0,6,-1.0,Unavailable,9.5,Minimal,20.0,1.0,6.632754364449025,signature the serenas,0,0.4054651081081644
71,2 BHK Flat,Pareena Laxmi Apartments36 ,2,2,1,unavailable,unavailable,newly built,Sector 99A Gurgaon,0.32,821.4285714285714,3895.652173913044,0,0,0,0,0,1,2,-1.0,Unavailable,13.0,Basic,23.0,1.0,6.7122616356204965,pareena laxmi apartments,0,0.2776317365982795
72,2 BHK Flat,Satya The Hermitage35 ,2,3,3,Servant Room,East,new,Sector 103 Gurgaon,0.93,2074.285714285714,4483.471074380165,0,0,0,0,0,1,3,39.5,Fancy,21.0,Good,25.0,0.6666666666666666,7.63785411681757,satya the hermitage,1,0.6575200029167941
73,3 BHK Flat,Smart World Gems,3,3,2,unavailable,North-East,under construction,Sector 89 Gurgaon,1.2,2032.857142857143,5903.021784961349,0,0,0,0,0,1,2,-1.0,Unavailable,11.5,Basic,20.0,1.0,7.617689339558432,smart world gems,0,0.7884573603642702
74,2 BHK Flat,GLS Arawali Homes38 ,2,2,2,unavailable,unavailable,new,Sohna,0.3,914.2857142857144,3281.25,0,0,0,0,0,1,4,28.0,Medium,13.0,Basic,25.0,1.0,6.819236272583709,gls arawali homes,0,0.262364264467491
75,2 BHK Flat,Signature Global Park40 ,2,2,3,unavailable,South,newly built,Sohna,0.56,1174.2857142857144,4768.856447688565,0,0,1,0,0,0,3,-1.0,Unavailable,28.5,Good,25.0,1.0,7.069266558113617,signature global park,0,0.44468582126144574
76,3 BHK Flat,Bestech Park View City 239 ,3,4,3+,unavailable,unavailable,mid-age,Sector 49 Gurgaon,2.7,2374.9,11368.89974314708,0,0,0,0,0,1,6,-1.0,Unavailable,0.0,Minimal,25.0,0.75,7.773131592054742,bestech park view city ,0,1.308332819650179
77,3 BHK Flat,Shree Vardhman Flora38 ,3,4,3,Servant Room,North-East,newly built,Sector 90 Gurgaon,1.0,2145.0,4662.004662004662,0,0,0,0,0,1,8,-1.0,Unavailable,24.0,Good,25.0,0.75,7.671360923190644,shree vardhman flora,1,0.6931471805599453
78,3 BHK Flat,AFNHB Jalvayu Vihar37 ,3,2,2,unavailable,North,old,Sector 30 Gurgaon,1.45,1857.142857142857,7807.692307692307,0,0,0,0,0,1,2,39.0,Fancy,19.0,Basic,24.0,1.5,7.527332804008427,afnhb jalvayu vihar,0,0.8960880245566356
79,3 BHK Flat,M3M Soulitude,3,3,No,unavailable,unavailable,unknown,Sector 89 Gurgaon,1.25,2032.857142857143,6148.981026001406,0,0,1,0,0,0,4,-1.0,Unavailable,0.0,Minimal,20.0,1.0,7.617689339558432,m3m soulitude,0,0.8109302162163288
80,2 BHK Flat,Pyramid Elite,2,2,1,unavailable,unavailable,under construction,Sector 86 Gurgaon,0.46,83058.57142857143,55.382604358370166,0,0,0,0,0,1,0,-1.0,Unavailable,5.0,Minimal,19.0,1.0,11.327313357390208,pyramid elite,0,0.3784364357202451
81,5 BHK Flat,Emaar MGF Palm Terraces,5,5,3+,Servant Room,unavailable,newly built,Sector 66 Gurgaon,4.5,4037.000000000001,11146.89125588308,0,0,0,0,0,1,11,46.0,Fancy,25.5,Good,20.0,1.0,8.303504798872783,emaar mgf palm terraces,1,1.7047480922384253
82,2 BHK Flat,Anamika Enclave,2,2,1,unavailable,unavailable,newly built,Sector 15 Part 1,0.64,1100.0,5818.181818181818,0,0,1,0,0,0,1,28.0,Medium,0.0,Minimal,20.0,1.0,7.00397413672268,anamika enclave,0,0.49469624183610705
83,2 BHK Flat,HCBS Sports Ville36 ,2,2,1,unavailable,East,new,Sohna,0.28,1061.4285714285716,2637.954239569314,0,0,0,0,0,1,11,-1.0,Unavailable,9.5,Minimal,25.0,1.0,6.968312671647987,hcbs sports ville,0,0.2468600779315258
84,3 BHK Flat,Puri The Aravallis,3,4,3+,Servant Room,East,under construction,Sector 61 Gurgaon,3.87,3214.2857142857147,12039.999999999998,0,0,0,0,0,1,21,28.0,Medium,15.0,Basic,0.0,0.75,8.075671501863283,puri the aravallis,1,1.5830939370944985
85,3 BHK Flat,Brisk Lumbini Terrace Homes,3,3,1,unavailable,unavailable,mid-age,Sector 109 Gurgaon,1.38,3110.0,4437.299035369774,1,0,0,0,0,0,4,-1.0,Unavailable,4.5,Minimal,18.0,1.0,8.042699496897637,brisk lumbini terrace homes,0,0.8671004876833833
86,2 BHK Flat,HUDA Ashok Vihar Phase 139 ,2,2,1,unavailable,unavailable,new,Laxman Vihar,0.43,928.5714285714288,4630.769230769231,0,0,0,0,0,1,2,28.0,Medium,2.5,Minimal,24.5,1.0,6.834723650439671,huda ashok vihar phase ,0,0.35767444427181594
87,2 BHK Flat,My Home,2,1,1,Others,unavailable,new,New Palam Vihar,0.28,1285.7142857142858,2177.777777777778,0,0,0,0,0,1,2,32.0,Fancy,1.5,Minimal,20.0,2.0,7.15984718272843,my home,1,0.2468600779315258
88,2 BHK Flat,Signature Global City,2,2,2,unavailable,South,unknown,Sector 37D Gurgaon,1.1,1597.142857142857,6887.298747763864,0,0,0,0,0,1,4,28.0,Medium,0.0,Minimal,20.0,1.0,7.376597519791617,signature global city,0,0.7419373447293773
89,2 BHK Flat,M3M Heights,2,2,2,unavailable,unavailable,unknown,Sector 65 Gurgaon,2.0,2047.142857142857,9769.713886950452,0,0,0,0,0,1,32,-1.0,Unavailable,0.0,Minimal,20.0,1.0,7.6246887381909545,m3m heights,0,1.0986122886681098
90,3 BHK Flat,Signature Global Park40 ,3,2,2,unavailable,South,under construction,Sohna,0.9,1232.0,7305.194805194805,0,0,0,0,0,1,2,-1.0,Unavailable,33.0,Premium,25.0,1.5,7.117205503164344,signature global park,0,0.6418538861723948
91,3 BHK Flat,Signature Global Park40 ,3,2,No,unavailable,unavailable,under construction,Sohna,0.9,1232.0,7305.194805194805,0,0,0,0,0,1,2,-1.0,Unavailable,0.0,Minimal,25.0,1.5,7.117205503164344,signature global park,0,0.6418538861723948
92,3 BHK Flat,Godrej Nature Plus,3,3,No,unavailable,unavailable,unknown,Sector-33 Sohna,1.75,2195.6000000000004,7970.486427400254,0,0,0,0,0,1,2,-1.0,Unavailable,0.0,Minimal,0.0,1.0,7.694665989354245,godrej nature plus,0,1.0116009116784799
93,2 BHK Flat,Supertech Hues,2,2,2,unavailable,unavailable,unknown,Sector 68 Gurgaon,0.93,1542.857142857143,6027.777777777777,0,0,0,0,0,1,11,28.0,Medium,0.0,Minimal,20.0,1.0,7.342039202247852,supertech hues,0,0.6575200029167941
94,4 BHK Flat,DLF New Town Heights 139 ,4,4,3+,unavailable,unavailable,mid-age,Sector 90 Gurgaon,1.8,2999.7000000000003,6000.600060006,0,0,0,0,0,1,23,-1.0,Unavailable,0.0,Minimal,25.0,1.0,8.006600873765592,dlf new town heights ,0,1.0296194171811581
95,3 BHK Flat,Central Park Flower Valley Aqua Front Towers,3,3,2,unavailable,unavailable,under construction,Sector-33 Sohna,2.1,1967.9,10671.273946846892,0,0,0,0,0,1,6,-1.0,Unavailable,9.5,Minimal,0.0,1.0,7.585230290147787,central park flower valley aqua front towers,0,1.1314021114911006
96,2 BHK Flat,Ambience Creacions,2,2,2,unavailable,East,new,Sector 22 Gurgaon,2.0,1971.428571428572,10144.927536231884,1,0,0,0,1,0,9,34.0,Fancy,13.5,Basic,20.0,1.0,7.587020839860839,ambience creacions,0,1.0986122886681098
97,3 BHK Flat,Signature Global City 63A,3,3,2,unavailable,North,under construction,Sector 63A Gurgaon,2.0,1694.0000000000002,11806.375442739078,0,0,0,0,0,1,1,28.0,Medium,11.0,Basic,20.0,1.0,7.43543801981455,signature global city 63a,0,1.0986122886681098
98,3 BHK Flat,Godrej Oasis39 ,3,3,3,"Study Room,Others",unavailable,newly built,Sector 88A Gurgaon,1.29,2327.1428571428573,5543.278084714549,0,0,0,0,0,1,5,-1.0,Unavailable,18.0,Basic,23.5,1.0,7.752826171720676,godrej oasis,2,0.8285518175661483
